140 	327.955223881
625 	516.75
836 	0.0
4224 	671.666666667
258 	95.4285714286
44 	68.0
452 	272.666666667
146 	520.0
216 	821.375
496 	231.625
103 	400.571428571
78 	0.0
264 	227.0
229 	70.3333333333
527 	117.571428571
65 	325.973333333
137 	113.0
639 	184.833333333
36 	155.0
241 	0.0
197 	127.0
284 	83.5
387 	175.25
365 	0.0
388 	653.0
240 	0.0
38 	111.444444444
109 	90.0
39 	241.0
254 	57.0
60 	175.5
437 	189.0
228 	520.714285714
538 	672.043478261
67 	315.333333333
218 	956.0
607 	1165.0
83 	86.0
321 	1030.0
269 	64.0
114 	35.0
81 	0.0
1222 	636.0
886 	353.703703704
803 	201.543478261
440 	483.75
257 	162.5
308 	460.142857143
72 	48.0
674 	715.0
487 	334.666666667
174 	138.0
159 	90.5
1811 	580.222222222
304 	958.666666667
373 	400.857142857
388 	483.483333333
200 	477.666666667
267 	230.0
171 	159.0
1048 	526.857142857
132 	518.0
650 	96.5
161 	137.0
454 	313.0
1080 	291.045454545
160 	0.0
152 	138.8
87 	79.8
238 	300.0
63 	25.0
198 	170.166666667
780 	454.333333333
360 	1770.0
283 	359.0
773 	462.444444444
302 	136.0
147 	149.0
185 	406.736842105
865 	244.181818182
262 	602.666666667
253 	138.0
163 	377.5
77 	674.0
69 	204.958333333
548 	239.083333333
156 	264.333333333
405 	183.0
220 	120.0
342 	164.0
232 	299.153846154
177 	47.0
226 	118.0
490 	373.0
673 	222.0
632 	797.5
85 	0.0
78 	867.0
124 	0.0
52 	655.0
75 	129.333333333
1694 	1287.2
323 	37.5
242 	742.0
255 	349.2
635 	159.0
154 	88.0
915 	216.0
67 	0.0
240 	144.0
294 	601.0
143 	0.0
337 	917.0
374 	0.0
764 	291.0
271 	355.0
1094 	221.333333333
845 	1203.0
338 	0.0
85 	58.0
178 	152.333333333
1079 	92.0
150 	0.0
101 	160.75
338 	230.428571429
500 	240.0625
141 	1031.5
405 	282.333333333
515 	329.5
347 	180.285714286
351 	0.0
77 	0.0
467 	47.0
322 	1072.27272727
251 	250.333333333
632 	216.0
55 	0.0
267 	0.0
679 	0.0
195 	276.0
483 	306.0
152 	356.5
288 	64.6666666667
358 	282.25
214 	131.25
310 	114.0
353 	87.0
334 	0.0
112 	221.6
482 	572.1875
703 	333.511627907
240 	775.769230769
382 	727.5
746 	415.0
198 	56.0
379 	446.5
1042 	1037.0
175 	109.0
566 	775.0
126 	231.0
917 	407.5
1452 	785.454545455
1018 	1410.75
201 	60.0
240 	0.0
243 	2091.0
240 	695.666666667
702 	282.111111111
56 	59.7037037037
819 	1196.0
182 	230.0
531 	242.0
69 	62.0
3437 	305.0
281 	234.666666667
192 	245.0
279 	1452.0
180 	265.0
580 	364.0
232 	301.333333333
249 	520.0
332 	219.0
412 	216.6
526 	0.0
287 	1173.33333333
2471 	700.8
384 	0.0
142 	67.0
55 	0.0
443 	240.0
156 	99.0
220 	151.0
110 	138.333333333
569 	231.411764706
337 	422.5
151 	224.0
277 	0.0
867 	711.0
2390 	1575.71428571
1977 	312.25
105 	205.0
214 	405.666666667
371 	243.0
330 	240.5
371 	338.0
399 	357.0
126 	171.0
176 	277.0
67 	190.0
442 	518.4
455 	0.0
91 	103.5
755 	212.25
559 	546.333333333
151 	130.5
239 	293.0
192 	238.0
701 	850.0
57 	448.333333333
202 	226.666666667
95 	379.5
283 	484.0
236 	507.0
248 	488.0
788 	197.666666667
115 	200.0
407 	122.0
1992 	0.0
1153 	784.25
1242 	514.0
226 	252.5
483 	726.0
347 	215.0
148 	925.0
329 	747.225806452
120 	28.0
96 	177.0
256 	307.0
182 	353.5
1468 	520.0
1411 	303.5
419 	159.666666667
172 	106.0
561 	401.5
1660 	144.6
934 	789.5
605 	338.625
143 	232.0
364 	311.125
390 	63.0
60 	265.0
298 	214.555555556
209 	365.75
2423 	313.666666667
81 	226.75
94 	326.0
148 	0.0
641 	163.0
351 	2054.0
1168 	273.0
201 	107.0
774 	503.0
303 	0.0
450 	476.333333333
129 	565.0
368 	0.0
754 	206.0
1000 	347.5
154 	121.0
1168 	759.571428571
451 	446.666666667
237 	239.0
328 	82.0
460 	93.5
336 	302.5
115 	0.0
467 	303.0
264 	294.0
237 	58.0
362 	0.0
682 	0.0
65 	266.5
1214 	412.666666667
312 	429.4
346 	261.333333333
396 	360.5
176 	0.0
494 	383.235294118
24 	422.4
907 	0.0
341 	198.666666667
284 	501.5
98 	116.0
225 	200.0
326 	83.0
554 	424.2
208 	485.428571429
686 	1909.0
253 	579.5
159 	151.0
273 	1022.6
1649 	583.0
3658 	1184.27272727
1492 	526.666666667
822 	116.0
1000 	0.0
185 	0.0
395 	0.0
3909 	227.0
